Instrument Id,Instrument Type,Currency,Face Value,Book Value,Instrument Issue Date,Instrument Maturity Date,Next Principal Payment Amount,Next Interest Payment Amount,Rating Agency,Credit Rating,Customer Type,Next Principal Payment Due Date,Next Interest Payment Due Date,Accrued Interest,Included in Capital Tier 2
807002517600085,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",3/25/2017,3/25/2024," 40,000,000 ",,,,Khách hàng cá nhân,3/25/2024,3/25/2023," 1,488,000 ", Yes 
807002555900012,Chứng chỉ tiền gửi,VND,"30,000,000 "," 30,000,000 ",2/15/2017,2/15/2024," 30,000,000 ",,,,Khách hàng cá nhân,2/15/2024,2/15/2023," 1,356,000 ", Yes 
807002568900030,Chứng chỉ tiền gửi,VND,"400,000,000 "," 400,000,000 ",2/15/2017,2/15/2024," 400,000,000 ",,,,Khách hàng cá nhân,2/15/2024,2/15/2023," 18,080,000 ", Yes 
807002589500022,Chứng chỉ tiền gửi,VND,"1,500,000,000 "," 1,500,000,000 ",3/7/2017,3/7/2024," 1,500,000,000 ",,,,Khách hàng cá nhân,3/7/2024,3/7/2023," 61,200,000 ", Yes 
807002603100075,Chứng chỉ tiền gửi,VND,"80,000,000 "," 80,000,000 ",3/13/2017,3/13/2024," 80,000,000 ",,,,Khách hàng cá nhân,3/13/2024,3/13/2023," 3,168,000 ", Yes 
807002603100076,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/14/2017,3/14/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/14/2024,3/14/2023," 3,940,000 ", Yes 
807002622700031,Chứng chỉ tiền gửi,VND,"30,000,000 "," 30,000,000 ",3/31/2017,3/31/2024," 30,000,000 ",,,,Khách hàng cá nhân,3/31/2024,3/31/2023," 1,086,000 ", Yes 
807004465500065,Chứng chỉ tiền gửi,VND,"1,340,000,000 "," 1,340,000,000 ",3/21/2022,4/21/2023," 1,340,000,000 ",,,,Khách hàng cá nhân,4/21/2023,4/21/2023," 51,279,781 ", No 
807005343000011,Chứng chỉ tiền gửi,VND,"250,000,000 "," 250,000,000 ",3/16/2017,3/16/2024," 250,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 9,750,000 ", Yes 
807007433900003,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/14/2017,2/14/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/14/2024,2/14/2023," 4,540,000 ", Yes 
807007435100053,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/15/2022,4/15/2023," 200,000,000 ",,,,Khách hàng cá nhân,4/15/2023,4/15/2023," 7,890,411 ", No 
807007436300033,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/14/2017,2/14/2024," 200,000,000 ",,,,Khách hàng cá nhân,2/14/2024,2/14/2023," 9,080,000 ", Yes 
807007454300031,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",3/7/2017,3/7/2024," 40,000,000 ",,,,Khách hàng cá nhân,3/7/2024,3/7/2023," 1,632,000 ", Yes 
807007483800061,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/31/2017,3/31/2024," 200,000,000 ",,,,Khách hàng cá nhân,3/31/2024,3/31/2023," 7,240,000 ", Yes 
807007486800033,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",2/28/2017,2/28/2024," 70,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 2,982,000 ", Yes 
807007486800034,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",3/27/2017,3/27/2024," 110,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 4,048,000 ", Yes 
807007488600062,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",3/6/2017,3/6/2024," 70,000,000 ",,,,Khách hàng cá nhân,3/6/2024,3/6/2023," 2,870,000 ", Yes 
807007488600063,Chứng chỉ tiền gửi,VND,"120,000,000 "," 120,000,000 ",3/27/2017,3/27/2024," 120,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 4,416,000 ", Yes 
807007488600073,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",3/8/2017,3/8/2024," 70,000,000 ",,,,Khách hàng cá nhân,3/8/2024,3/8/2023," 2,842,000 ", Yes 
807007490100016,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",3/2/2017,3/2/2024," 70,000,000 ",,,,Khách hàng cá nhân,3/2/2024,3/2/2023," 2,926,000 ", Yes 
807007496700032,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",3/29/2017,3/29/2024," 70,000,000 ",,,,Khách hàng cá nhân,3/29/2024,3/29/2023," 2,548,000 ", Yes 
807007503500105,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",2/15/2017,2/15/2024," 20,000,000 ",,,,Khách hàng cá nhân,2/15/2024,2/15/2023," 904,000 ", Yes 
807007888600344,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/23/2017,2/23/2024," 50,000,000 ",,,,Khách hàng cá nhân,2/23/2024,2/23/2023," 2,180,000 ", Yes 
807008792900020,Chứng chỉ tiền gửi,VND,"2,200,000,000 "," 2,200,000,000 ",2/15/2017,2/15/2024," 2,200,000,000 ",,,,Khách hàng cá nhân,2/15/2024,2/15/2023," 99,440,000 ", Yes 
807009173100046,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",1/22/2020,1/22/2026," 50,000,000 ",,,,Khách hàng cá nhân,1/22/2026,1/22/2023," 2,485,479 ", Yes 
807009173100047,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",1/31/2020,1/31/2026," 20,000,000 ",,,,Khách hàng cá nhân,1/31/2026,1/31/2023," 958,685 ", Yes 
807009906700029,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",10/22/2019,10/22/2025," 100,000,000 ",,,,Khách hàng cá nhân,10/22/2025,10/22/2022," 6,691,507 ", Yes 
807010161600039,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",6/16/2021,6/16/2028," 110,000,000 ",,,,Khách hàng cá nhân,6/16/2028,6/16/2023," 2,418,493 ", Yes 
807010372000068,Chứng chỉ tiền gửi,VND,"140,000,000 "," 140,000,000 ",3/3/2017,3/3/2024," 140,000,000 ",,,,Khách hàng cá nhân,3/3/2024,3/3/2023," 5,824,000 ", Yes 
807010372000070,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",3/8/2017,3/8/2024," 500,000,000 ",,,,Khách hàng cá nhân,3/8/2024,3/8/2023," 20,300,000 ", Yes 
807010372000072,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/27/2017,3/27/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 3,680,000 ", Yes 
807010372000073,Chứng chỉ tiền gửi,VND,"260,000,000 "," 260,000,000 ",3/8/2017,3/8/2024," 260,000,000 ",,,,Khách hàng cá nhân,3/8/2024,3/8/2023," 10,556,000 ", Yes 
807010372000079,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/27/2017,3/27/2024," 200,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 7,360,000 ", Yes 
807014553600019,Chứng chỉ tiền gửi,VND,"160,000,000 "," 160,000,000 ",3/16/2017,3/16/2024," 160,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 6,240,000 ", Yes 
807014553600020,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/27/2017,3/27/2024," 200,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 7,360,000 ", Yes 
807014553600069,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",2/12/2020,2/12/2026," 500,000,000 ",,,,Khách hàng cá nhân,2/12/2026,2/12/2023," 22,783,562 ", Yes 
807017362300009,Chứng chỉ tiền gửi,VND,"970,000,000 "," 970,000,000 ",3/15/2017,3/15/2024," 970,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 38,024,000 ", Yes 
807017362300010,Chứng chỉ tiền gửi,VND,"160,000,000 "," 160,000,000 ",3/29/2017,3/29/2024," 160,000,000 ",,,,Khách hàng cá nhân,3/29/2024,3/29/2023," 5,824,000 ", Yes 
807018124200038,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/15/2017,3/15/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 3,920,000 ", Yes 
807018124200040,Chứng chỉ tiền gửi,VND,"560,000,000 "," 560,000,000 ",3/22/2017,3/22/2024," 560,000,000 ",,,,Khách hàng cá nhân,3/22/2024,3/22/2023," 21,168,000 ", Yes 
807019304900013,Chứng chỉ tiền gửi,VND,"20,000,000 "," 20,000,000 ",2/14/2017,2/14/2024," 20,000,000 ",,,,Khách hàng cá nhân,2/14/2024,2/14/2023," 908,000 ", Yes 
807022758000062,Chứng chỉ tiền gửi,VND,"1,400,000,000 "," 1,400,000,000 ",3/18/2022,4/18/2023," 1,400,000,000 ",,,,Khách hàng cá nhân,4/18/2023,4/18/2023," 54,404,384 ", No 
807023119600008,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",3/9/2017,3/9/2024," 110,000,000 ",,,,Khách hàng cá nhân,3/9/2024,3/9/2023," 4,444,000 ", Yes 
807023119600009,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/9/2017,3/9/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/9/2024,3/9/2023," 4,040,000 ", Yes 
807023119600010,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",3/16/2017,3/16/2024," 50,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 1,950,000 ", Yes 
807023119600030,Chứng chỉ tiền gửi,VND,"150,000,000 "," 150,000,000 ",3/9/2022,4/9/2023," 150,000,000 ",,,,Khách hàng cá nhân,4/9/2023,4/9/2023," 6,095,342 ", No 
807023394700010,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",9/30/2019,9/30/2025," 200,000,000 ",,,,Khách hàng cá nhân,9/30/2025,9/30/2023," 44,384 ", Yes 
807023394700011,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",11/7/2019,11/7/2025," 300,000,000 ",,,,Khách hàng cá nhân,11/7/2025,11/7/2022," 19,140,822 ", Yes 
807023394700016,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",1/30/2020,1/30/2026," 10,000,000 ",,,,Khách hàng cá nhân,1/30/2026,1/30/2023," 481,315 ", Yes 
807023394700017,Chứng chỉ tiền gửi,VND,"10,000,000 "," 10,000,000 ",1/30/2020,1/30/2026," 10,000,000 ",,,,Khách hàng cá nhân,1/30/2026,1/30/2023," 481,315 ", Yes 
807023394700020,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/12/2020,3/12/2026," 200,000,000 ",,,,Khách hàng cá nhân,3/12/2026,3/12/2023," 8,008,767 ", Yes 
807023394700022,Chứng chỉ tiền gửi,VND,"120,000,000 "," 120,000,000 ",5/4/2020,5/4/2026," 120,000,000 ",,,,Khách hàng cá nhân,5/4/2026,5/4/2023," 3,649,315 ", Yes 
807026215500007,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/3/2017,3/3/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/3/2024,3/3/2023," 4,160,000 ", Yes 
807026215500020,Chứng chỉ tiền gửi,VND,"350,000,000 "," 350,000,000 ",6/22/2021,6/22/2028," 350,000,000 ",,,,Khách hàng cá nhân,6/22/2028,6/22/2023," 7,263,699 ", Yes 
807026911600006,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/16/2017,3/16/2024," 200,000,000 ",,,,Khách hàng cá nhân,3/16/2024,3/16/2023," 7,800,000 ", Yes 
807027231400091,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/31/2019,10/31/2025," 1,000,000,000 ",,,,Khách hàng cá nhân,10/31/2025,10/31/2022," 65,164,384 ", Yes 
807027231400092,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/31/2019,10/31/2025," 1,000,000,000 ",,,,Khách hàng cá nhân,10/31/2025,10/31/2022," 65,164,384 ", Yes 
807027231400093,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",10/31/2019,10/31/2025," 1,000,000,000 ",,,,Khách hàng cá nhân,10/31/2025,10/31/2022," 65,164,384 ", Yes 
807027396600003,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/16/2017,2/16/2024," 50,000,000 ",,,,Khách hàng cá nhân,2/16/2024,2/16/2023," 2,250,000 ", Yes 
807027425600010,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",3/30/2017,3/30/2024," 500,000,000 ",,,,Khách hàng cá nhân,3/30/2024,3/30/2023," 18,100,000 ", Yes 
807027727000007,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",3/8/2017,3/8/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,3/8/2024,3/8/2023," 40,600,000 ", Yes 
807027837200008,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",2/27/2017,2/27/2024," 110,000,000 ",,,,Khách hàng cá nhân,2/27/2024,2/27/2023," 4,708,000 ", Yes 
807027837200014,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/12/2020,3/12/2026," 200,000,000 ",,,,Khách hàng cá nhân,3/12/2026,3/12/2023," 8,008,767 ", Yes 
807029006400029,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/16/2017,2/16/2024," 100,000,000 ",,,,Khách hàng cá nhân,2/16/2024,2/16/2023," 4,500,000 ", Yes 
807031368200004,Chứng chỉ tiền gửi,VND,"30,000,000 "," 30,000,000 ",3/31/2017,3/31/2024," 30,000,000 ",,,,Khách hàng cá nhân,3/31/2024,3/31/2023," 1,086,000 ", Yes 
807032574100003,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",3/21/2017,3/21/2024," 50,000,000 ",,,,Khách hàng cá nhân,3/21/2024,3/21/2023," 1,900,000 ", Yes 
807033645200013,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/20/2017,3/20/2024," 100,000,000 ",,,,Khách hàng cá nhân,3/20/2024,3/20/2023," 3,820,000 ", Yes 
807033981600002,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",3/2/2017,3/2/2024," 1,000,000,000 ",,,,Khách hàng cá nhân,3/2/2024,3/2/2023," 41,800,000 ", Yes 
807034118200002,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",3/11/2017,3/11/2024," 50,000,000 ",,,,Khách hàng cá nhân,3/11/2024,3/11/2023," 2,000,000 ", Yes 
807034251400002,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/20/2017,3/20/2024," 300,000,000 ",,,,Khách hàng cá nhân,3/20/2024,3/20/2023," 11,460,000 ", Yes 
807034685900016,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",6/22/2021,6/22/2028," 1,000,000,000 ",,,,Khách hàng cá nhân,6/22/2028,6/22/2023," 20,753,425 ", Yes 
807034685900017,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/22/2021,6/22/2028," 500,000,000 ",,,,Khách hàng cá nhân,6/22/2028,6/22/2023," 10,376,712 ", Yes 
807034685900018,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/22/2021,6/22/2028," 500,000,000 ",,,,Khách hàng cá nhân,6/22/2028,6/22/2023," 10,376,712 ", Yes 
807034685900019,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/22/2021,6/22/2028," 500,000,000 ",,,,Khách hàng cá nhân,6/22/2028,6/22/2023," 10,376,712 ", Yes 
807034820200035,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/22/2022,4/22/2023," 200,000,000 ",,,,Khách hàng cá nhân,4/22/2023,4/22/2023," 7,614,247 ", No 
807034820200036,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/22/2022,4/22/2023," 300,000,000 ",,,,Khách hàng cá nhân,4/22/2023,4/22/2023," 11,421,370 ", No 
807037731600008,Chứng chỉ tiền gửi,VND,"2,600,000,000 "," 2,600,000,000 ",3/18/2022,3/18/2024," 2,600,000,000 ",,,,Khách hàng cá nhân,3/18/2024,3/18/2024," 103,843,288 ", No 
807041009700056,Chứng chỉ tiền gửi,VND,"730,000,000 "," 730,000,000 ",3/30/2022,4/30/2023," 730,000,000 ",,,,Khách hàng cá nhân,4/30/2023,4/30/2023," 26,640,000 ", No 
807041327300004,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",3/27/2017,3/27/2024," 50,000,000 ",,,,Khách hàng cá nhân,3/27/2024,3/27/2023," 1,840,000 ", Yes 
807041327300005,Chứng chỉ tiền gửi,VND,"70,000,000 "," 70,000,000 ",3/29/2017,3/29/2024," 70,000,000 ",,,,Khách hàng cá nhân,3/29/2024,3/29/2023," 2,548,000 ", Yes 
807046309600010,Chứng chỉ tiền gửi,VND,"270,000,000 "," 270,000,000 ",3/29/2022,4/29/2023," 270,000,000 ",,,,Khách hàng cá nhân,4/29/2023,4/29/2023," 9,906,411 ", No 
807046553800017,Chứng chỉ tiền gửi,VND,"50,000,000 "," 50,000,000 ",2/24/2017,2/24/2024," 50,000,000 ",,,,Khách hàng cá nhân,2/24/2024,2/24/2023," 2,170,000 ", Yes 
807049768200014,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/24/2022,4/24/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/24/2023,4/24/2023," 3,767,671 ", No 
807050559100009,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/21/2022,4/21/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/21/2023,4/21/2023," 3,826,849 ", No 
807052574500008,Chứng chỉ tiền gửi,VND,"240,000,000 "," 240,000,000 ",3/8/2022,4/8/2023," 240,000,000 ",,,,Khách hàng cá nhân,4/8/2023,4/8/2023," 9,799,890 ", No 
807054752200030,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",6/19/2021,6/19/2028," 500,000,000 ",,,,Khách hàng cá nhân,6/19/2028,6/19/2023," 10,684,932 ", Yes 
807055301700019,Chứng chỉ tiền gửi,VND,"820,000,000 "," 820,000,000 ",3/15/2022,4/15/2023," 820,000,000 ",,,,Khách hàng cá nhân,4/15/2023,4/15/2023," 32,350,685 ", No 
807055335000018,Chứng chỉ tiền gửi,VND,"650,000,000 "," 650,000,000 ",10/21/2019,10/21/2025," 650,000,000 ",,,,Khách hàng cá nhân,10/21/2025,10/21/2022," 43,621,233 ", Yes 
807055335000025,Chứng chỉ tiền gửi,VND,"600,000,000 "," 600,000,000 ",3/17/2022,4/17/2023," 600,000,000 ",,,,Khách hàng cá nhân,4/17/2023,4/17/2023," 23,434,521 ", No 
807055335000026,Chứng chỉ tiền gửi,VND,"500,000,000 "," 500,000,000 ",3/22/2022,4/22/2023," 500,000,000 ",,,,Khách hàng cá nhân,4/22/2023,4/22/2023," 19,035,616 ", No 
807055629500026,Chứng chỉ tiền gửi,VND,"110,000,000 "," 110,000,000 ",3/28/2022,9/28/2023," 110,000,000 ",,,,Khách hàng cá nhân,9/28/2023,9/28/2023," 4,114,000 ", No 
807057053000008,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/14/2020,2/14/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,2/14/2026,2/14/2023," 45,172,603 ", Yes 
807057053000009,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/14/2020,2/14/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,2/14/2026,2/14/2023," 45,172,603 ", Yes 
807057053000010,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/14/2020,2/14/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,2/14/2026,2/14/2023," 45,172,603 ", Yes 
807057053000011,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",2/14/2020,2/14/2026," 1,000,000,000 ",,,,Khách hàng cá nhân,2/14/2026,2/14/2023," 45,172,603 ", Yes 
807057053000012,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",2/24/2020,2/24/2026," 300,000,000 ",,,,Khách hàng cá nhân,2/24/2026,2/24/2023," 12,960,000 ", Yes 
807057053000013,Chứng chỉ tiền gửi,VND,"1,200,000,000 "," 1,200,000,000 ",2/29/2020,2/28/2026," 1,200,000,000 ",,,,Khách hàng cá nhân,2/28/2026,3/1/2023," 50,893,151 ", Yes 
807057666100016,Chứng chỉ tiền gửi,VND,"180,000,000 "," 180,000,000 ",2/29/2020,2/28/2026," 180,000,000 ",,,,Khách hàng cá nhân,2/28/2026,3/1/2023," 7,633,973 ", Yes 
807059345200004,Chứng chỉ tiền gửi,VND,"140,000,000 "," 140,000,000 ",2/14/2020,2/14/2026," 140,000,000 ",,,,Khách hàng cá nhân,2/14/2026,2/14/2023," 6,324,164 ", Yes 
807059345200005,Chứng chỉ tiền gửi,VND,"950,000,000 "," 950,000,000 ",3/13/2020,3/13/2026," 950,000,000 ",,,,Khách hàng cá nhân,3/13/2026,3/13/2023," 37,854,247 ", Yes 
807067354800008,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/28/2022,4/28/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/28/2023,4/28/2023," 3,688,767 ", No 
807067603400003,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",2/5/2020,2/5/2026," 100,000,000 ",,,,Khách hàng cá nhân,2/5/2026,2/5/2023," 4,694,795 ", Yes 
807067603400004,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/25/2020,2/25/2026," 200,000,000 ",,,,Khách hàng cá nhân,2/25/2026,2/25/2023," 8,600,548 ", Yes 
807067892600008,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/8/2022,4/8/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/8/2023,4/8/2023," 4,083,288 ", No 
807067892600010,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/9/2022,4/9/2023," 200,000,000 ",,,,Khách hàng cá nhân,4/9/2023,4/9/2023," 8,127,123 ", No 
807067892600011,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",3/9/2022,4/9/2023," 200,000,000 ",,,,Khách hàng cá nhân,4/9/2023,4/9/2023," 8,127,123 ", No 
807068296800021,Chứng chỉ tiền gửi,VND,"1,390,000,000 "," 1,390,000,000 ",3/9/2022,4/9/2023," 1,390,000,000 ",,,,Khách hàng cá nhân,4/9/2023,4/9/2023," 56,483,507 ", No 
807070781100006,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/18/2022,4/18/2023," 300,000,000 ",,,,Khách hàng cá nhân,4/18/2023,4/18/2023," 11,658,082 ", No 
807090359900015,Chứng chỉ tiền gửi,VND,"730,000,000 "," 730,000,000 ",5/5/2020,5/5/2026," 730,000,000 ",,,,Khách hàng cá nhân,5/5/2026,5/5/2023," 22,052,000 ", Yes 
807090359900019,Chứng chỉ tiền gửi,VND,"1,020,000,000 "," 1,020,000,000 ",5/4/2020,5/4/2026," 1,020,000,000 ",,,,Khách hàng cá nhân,5/4/2026,5/4/2023," 31,019,178 ", Yes 
807091467800006,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/18/2021,3/18/2027," 300,000,000 ",,,,Khách hàng cá nhân,3/18/2027,3/18/2023," 11,658,082 ", Yes 
807100932800013,Chứng chỉ tiền gửi,VND,"420,000,000 "," 420,000,000 ",3/16/2022,4/16/2023," 420,000,000 ",,,,Khách hàng cá nhân,4/16/2023,4/16/2023," 16,487,014 ", No 
807101909200006,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/14/2022,4/14/2023," 300,000,000 ",,,,Khách hàng cá nhân,4/14/2023,4/14/2023," 11,894,795 ", No 
807105326700006,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",3/15/2022,4/15/2023," 300,000,000 ",,,,Khách hàng cá nhân,4/15/2023,4/15/2023," 11,835,616 ", No 
807125769800004,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/29/2022,4/29/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/29/2023,4/29/2023," 3,669,041 ", No 
807125769800005,Chứng chỉ tiền gửi,VND,"260,000,000 "," 260,000,000 ",3/30/2022,4/30/2023," 260,000,000 ",,,,Khách hàng cá nhân,4/30/2023,4/30/2023," 9,488,219 ", No 
807126414800003,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",3/15/2017,3/15/2024," 40,000,000 ",,,,Khách hàng cá nhân,3/15/2024,3/15/2023," 1,568,000 ", Yes 
807126414800004,Chứng chỉ tiền gửi,VND,"40,000,000 "," 40,000,000 ",2/16/2017,2/16/2024," 40,000,000 ",,,,Khách hàng cá nhân,2/16/2024,2/16/2023," 1,800,000 ", Yes 
808030588900008,Chứng chỉ tiền gửi,VND,"200,000,000 "," 200,000,000 ",2/28/2017,2/28/2024," 200,000,000 ",,,,Khách hàng cá nhân,2/28/2024,2/28/2023," 8,520,000 ", Yes 
808030589800103,Chứng chỉ tiền gửi,VND,"1,000,000,000 "," 1,000,000,000 ",7/12/2021,7/12/2028," 1,000,000,000 ",,,,Khách hàng cá nhân,7/12/2028,7/12/2023," 16,643,836 ", Yes 
808030589800104,Chứng chỉ tiền gửi,VND,"940,000,000 "," 940,000,000 ",7/12/2021,7/12/2028," 940,000,000 ",,,,Khách hàng cá nhân,7/12/2028,7/12/2023," 15,645,205 ", Yes 
808030600900034,Chứng chỉ tiền gửi,VND,"160,000,000 "," 160,000,000 ",3/19/2021,3/19/2027," 160,000,000 ",,,,Khách hàng cá nhân,3/19/2027,3/19/2023," 6,186,082 ", Yes 
808030600900049,Chứng chỉ tiền gửi,VND,"100,000,000 "," 100,000,000 ",3/21/2022,4/21/2023," 100,000,000 ",,,,Khách hàng cá nhân,4/21/2023,4/21/2023," 3,826,849 ", No 
808030602000024,Chứng chỉ tiền gửi,VND,"4,000,000,000 "," 4,000,000,000 ",3/20/2021,3/20/2027," 4,000,000,000 ",,,,Khách hàng cá nhân,3/20/2027,3/20/2023," 153,863,014 ", Yes 
808030640400007,Chứng chỉ tiền gửi,VND,"1,100,000,000 "," 1,100,000,000 ",1/25/2017,1/25/2024," 1,100,000,000 ",,,,Khách hàng cá nhân,1/25/2024,1/25/2023," 54,120,000 ", Yes 
808030647200037,Chứng chỉ tiền gửi,VND,"900,000,000 "," 900,000,000 ",7/6/2021,7/6/2028," 900,000,000 ",,,,Khách hàng cá nhân,7/6/2028,7/6/2023," 16,089,041 ", Yes 
808030674700034,Chứng chỉ tiền gửi,VND,"300,000,000 "," 300,000,000 ",9/11/2019,9/11/2025," 300,000,000 ",,,,Khách hàng cá nhân,9/11/2025,9/11/2023," 1,232,877 ", Yes 
